Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year,Item Weight,Item Visibility,Item MRP,Item Outlet Sales
FDW32,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.165101585,87.7882,515.3292
FDN08,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,7.72,0.147904328,116.6466,117.8466
FDH52,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.076868664,62.1194,123.8388
FDB27,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,7.575,0.092711708,197.7768,197.0768
NCB31,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.207783483,262.291,525.982
FDA03,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,18.5,0.076097035,145.8102,291.6204
FDB58,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.02363057,141.7154,425.4462
NCO54,low fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.024992442,53.6614,165.7842
NCQ42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.068753558,127.9678,254.3356
DRJ13,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,12.65,0.105265475,159.9578,962.7468
FDE53,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,10.895,0.044991876,107.228,426.112
FDQ12,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.061999648,230.001,689.103
FDV46,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.022074764,141.418,559.272
FDM28,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.079146113,181.466,179.766
DRJ11,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,9.5,0.142425145,189.9872,756.3488
NCY29,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.135226962,56.293,113.186
FDA38,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.04461205,241.1538,480.7076
NCB06,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,17.6,0.137807013,161.792,159.792
FDQ36,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,38.1848,37.2848
FDE41,reg,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,83.7566,253.6698
DRL01,Regular,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,19.5,0.129170642,233.9958,467.3916
NCY18,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,7.285,0.052141447,174.9054,525.3162
FDV60,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,20.2,0.196438668,194.611,392.822
FDY12,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,9.8,0.235354055,50.8008,101.2016
DRE49,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,20.75,0.035568147,151.8024,151.8024
FDZ45,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.117091213,197.9084,992.042
FDP44,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16.5,0.133424184,102.2332,102.5332
FDZ26,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,11.6,0.241055611,238.5222,717.0666
NCP41,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,16.6,0.027133398,106.2596,215.7192
FDS37,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,7.655,0.05346916,114.1492,115.8492
FDF40,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.03941584,247.8092,498.0184
NCS06,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.055566935,263.591,262.991
FDH35,Low Fat,Starchy Foods,OUT010,-,Tier 3,Grocery Store,1998,18.25,0.10084386,166.3526,164.4526
FDH10,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,21,0.082526478,191.8478,774.9912
FDJ44,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,12.3,0.17797002,173.1396,697.7584
FDK02,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.196490902,120.544,479.376
FDH53,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,20.5,0.032136417,83.9592,165.1184
FDE26,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,9.3,0.14897741,143.0786,288.9572
NCJ42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.025039776,102.7332,410.1328
FDH10,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.086326707,192.6478,387.4956
FDM12,reg,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,16.7,0.117026714,189.2214,188.4214
FDV09,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.036012919,148.0734,593.8936
FDY21,LF,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.30374337,196.011,589.233
FDB58,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,10.5,0.022590318,140.6154,283.6308
FDE05,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,10.895,0.05432142,146.2102,437.4306
FDC57,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.095587976,193.982,579.246
FDQ27,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.077480627,101.399,206.398
NCB07,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,19.2,0.129731747,196.211,589.233
NCV41,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,14.35,0.028519419,109.2228,221.0456
DRJ23,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,18.35,0.069745165,190.2872,378.1744
FDZ10,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,17.85,0.074422769,128.002,253.004
FDM13,Low Fat,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,6.425,0.105742544,130.5626,131.1626
NCQ54,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,17.7,0.020993364,166.8474,168.4474
FDW38,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,5.325,0.23212188,55.5298,53.9298
FDG46,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.057620562,115.4518,113.8518
FDU01,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.021002171,185.1924,555.2772
FDY32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,7.605,0.216323008,165.021,815.605
NCK05,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.135612397,61.1536,61.2536
DRL35,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,15.7,0,43.377,129.831
FDB22,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,8.02,0.186528819,151.9998,307.5996
FDV37,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,13,0.139785104,196.2426,197.7426
FDF26,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,6.825,0.078057026,154.5998,153.7998
NCP55,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998,14.65,0,56.4614,55.2614
DRJ24,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.198424841,185.2924,370.1848
FDH33,LF,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.213125482,44.9428,175.7712
FDU15,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,13.65,0.044526443,37.9532,71.9064
FDB41,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,19,0.162882227,46.8718,189.0872
FDE08,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.086352403,149.8734,445.4202
FDR23,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.143199389,175.837,352.874
FDC45,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.237651344,170.2106,171.1106
DRE27,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,11.85,0.222063351,99.6726,195.7452
DRH03,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,17.25,0.05869048,91.612,93.212
FDD26,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,8.71,0.120773451,186.5924,555.2772
FDT32,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,19,0.10985775,188.8214,188.4214
FDD05,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.029084548,122.0098,361.5294
DRB13,Regular,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,6.115,0.01179078,189.053,948.765
FDX51,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,9.5,0.036921781,194.2452,782.9808
DRH13,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.041821227,107.628,213.056
FDV22,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,14.85,0.016635488,157.563,312.926
NCI54,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,15.2,0.056237906,110.7912,109.1912
FDD56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,15.2,0.173703549,175.8054,1050.6324
FDU21,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.134327613,35.0558,33.9558
FDU46,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,10.3,0.018623146,87.854,259.662
FDR23,Low Fat,Breads,OUT010,-,Tier 3,Grocery Store,1998,15.85,0.13689554,176.437,529.311
FDL46,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,20.35,0.090480214,119.5466,117.8466
FDL16,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.294939214,47.106,139.818
FDQ13,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.018632082,82.9908,503.3448
FDZ03,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,13.65,0.13187274,188.024,745.696
FDQ34,LF,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.284065879,105.5622,211.7244
FDQ14,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,9.27,0.103419257,148.105,149.805
FDQ23,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.042941559,102.9332,102.5332
FDT39,reg,Meat,OUT010,-,Tier 3,Grocery Store,1998,6.26,0.016516867,151.1366,453.4098
FDY47,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,8.6,0.091195818,130.231,129.831
FDA50,LF,Dairy,OUT010,-,Tier 3,Grocery Store,1998,16.25,0.145913308,95.441,193.082
FDH19,Low Fat,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.057933643,175.1738,347.5476
FDW59,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.03627089,85.9566,169.1132
FDH17,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.029157849,97.0726,293.6178
FDG33,Regular,Seafood,OUT010,-,Tier 3,Grocery Store,1998,5.365,0.234733477,173.4764,171.7764
FDP51,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.149305497,119.6124,592.562
FDQ40,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,11.1,0.060302689,175.8712,175.7712
DRD25,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.138269873,111.686,452.744
FDJ57,Regular,Seafood,OUT010,-,Tier 3,Grocery Store,1998,7.42,0.036109859,186.5582,185.7582
FDR31,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.086077865,143.8102,291.6204
FDT07,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.135375727,256.133,256.333
DRL01,Regular,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.13511877,232.9958,934.7832
FDX48,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,17.75,0.063416566,154.6656,308.9312
DRC25,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,5.73,0.075943184,85.5882,171.7764
FDG44,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.178923163,55.7298,161.7894
FDD17,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,7.5,0.054610829,237.1906,237.6906
DRO47,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998,10.195,0.187841082,112.486,113.186
FDU48,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,18.85,0.0926587,131.4284,263.6568
FDL40,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,98.241,289.623
FDW01,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.112161697,154.4682,152.4682
NCE31,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,7.67,0.309390255,33.2216,138.4864
FDW02,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.066006824,126.2704,250.3408
FDS31,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0,178.5318,180.4318
FDG58,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,10.695,0.145253944,156.8972,467.3916
DRA24,Regular,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.069909188,163.2868,491.3604
FDM27,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.277459381,156.3946,473.3838
FDJ14,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0,78.896,399.48
NCX18,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.015397129,194.911,196.411
FDZ20,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,16.1,0.057422821,253.7356,508.6712
FDU38,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,10.8,0.138171603,191.4504,575.2512
DRB48,Regular,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,16.75,0.041599644,40.9822,157.1288
FDS27,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.0218126,194.711,196.411
DRD15,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.099442329,233.1642,697.0926
FDL57,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.117442838,257.7304,774.9912
FDR27,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,15.1,0.160852421,131.3942,397.4826
FDY60,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,10.5,0.044139551,143.9128,143.8128
NCR30,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,20.6,0.118827682,75.0696,149.1392
FDO25,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,6.3,0.21332355,208.527,419.454
FDW51,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,6.155,0.158441218,213.756,852.224
NCR53,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.253947823,223.8404,675.1212
FDV01,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985,0,0.148737487,155.1314,155.1314
FDB04,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.1107011,88.6856,351.5424
FDE24,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,14.85,0.15643727,142.0812,284.9624
FDV34,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,10.695,0.019123874,73.0038,147.8076
FDK24,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.177354373,46.6744,135.8232
NCN53,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.053148497,36.3874,105.8622
FDD36,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,13.3,0.035607579,119.9124,118.5124
FDR26,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998,20.7,0.071699984,177.6028,531.3084
FDF16,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.150806666,149.0076,295.6152
FDR52,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,12.65,0.127283051,191.7846,382.1692
NCL41,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985,0,0.073077197,34.3216,34.6216
FDW40,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,14,0.175991929,140.7812,142.4812
FDZ12,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,9.17,0.172365428,144.847,572.588
FDB32,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.041063069,93.5778,187.7556
FDN12,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,15.6,0.13575135,111.5544,223.7088
FDW10,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,21.2,0.118297605,175.037,529.311
FDX21,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,7.05,0.1422157,108.7912,109.1912
NCN53,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,5.175,0.050808821,33.6874,70.5748
FDL45,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,15.6,0.063081713,125.7704,250.3408
FDA49,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,19.7,0.108665723,86.4198,87.2198
FDU35,Low Fat,Breads,OUT010,-,Tier 3,Grocery Store,1998,6.44,0.132590283,98.17,199.74
FDH08,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.030516069,227.801,459.402
DRL60,LF,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,8.52,0.045291822,153.5682,457.4046
FDZ32,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.066765523,107.1964,420.7856
FDF58,LF,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,13.3,0,62.151,63.251
FDX35,Regular,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.139913045,227.9036,455.4072
FDR36,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,6.715,0.203510667,41.0454,251.6724
FDV59,Low Fat,Breads,OUT010,-,Tier 3,Grocery Store,1998,13.35,0.080387424,219.2166,1524.0162
NCP42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.028207784,195.5478,387.4956
FDP39,Low Fat,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.121554149,53.7324,311.5944
NCG07,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.091924311,189.753,189.753
FDP58,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.236616754,217.6482,219.0482
DRI37,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998,15.85,0.180096791,57.3904,117.1808
NCE06,LF,Household,OUT010,-,Tier 3,Grocery Store,1998,5.825,0.153127523,162.4894,323.5788
NCH06,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,12.3,0.128136346,248.346,985.384
FDY40,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,15.5,0.143670179,48.4692,49.2692
FDH48,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.105893301,86.254,519.324
NCX53,LF,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,20.1,0.025002878,140.4154,567.2616
FDX47,Regular,Breads,OUT019,Small,Tier 1,Grocery Store,1985,0,0.060587738,156.8288,471.3864
FDU26,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,16.7,0.071335395,120.3782,119.1782
FDV48,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,9.195,0.086396038,79.0644,157.1288
FDP59,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,20.85,0.094512029,104.5648,207.7296
FDT10,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,16.7,0.103849783,58.8562,59.2562
FDZ44,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.06780958,118.1808,234.3616
FDX38,Regular,Dairy,OUT010,-,Tier 3,Grocery Store,1998,10.5,0.080688663,46.7376,47.9376
FDC35,Low Fat,Starchy Foods,OUT010,-,Tier 3,Grocery Store,1998,7.435,0.205605116,207.7638,621.1914
FDL12,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.212963193,59.522,299.61
FDM44,LF,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.054363971,105.099,103.199
FDI22,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,12.6,0.161039887,210.2612,418.1224
FDZ48,low fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.132995494,113.5544,223.7088
FDI24,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.137870237,175.037,352.874
FDO19,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,17.7,0.027779381,50.1034,97.2068
FDG12,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0,121.3098,120.5098
NCT30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.140582485,47.1718,141.8154
FDC50,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,15.85,0.228469522,93.3094,285.6282
NCO06,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,19.25,0.180820798,35.9558,67.9116
FDV09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,12.1,0.034427577,146.6734,296.9468
FDQ45,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,9.5,0,182.3608,1102.5648
FDC60,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,5.425,0.191603334,87.0514,88.5514
FDT40,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.167725251,128.3678,127.1678
FDE28,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.232072674,229.4668,460.7336
FDS12,LF,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.304859104,125.4362,755.0172
FDT51,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.019117392,110.6544,223.7088
NCF31,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.090778148,153.1024,303.6048
FDT34,LF,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,9.3,0.291826616,107.1964,420.7856
NCR53,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,12.15,0.242768664,226.5404,225.0404
FDA02,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985,0,0.052040539,143.1786,288.9572
NCJ43,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,6.635,0.045308629,173.1396,348.8792
NCB19,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.158096128,86.3882,85.8882
FDG34,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,11.5,0.062885197,106.7254,542.627
DRH23,Low Fat,Hard Drinks,OUT019,Small,Tier 1,Grocery Store,1985,0,0.298205272,55.7614,110.5228
FDY16,reg,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.16147714,186.2266,1106.5596
FDD38,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998,16.75,0.013711274,100.2674,203.7348
NCE19,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.162856593,54.5956,218.3824
FDU23,Low Fat,Breads,OUT010,-,Tier 3,Grocery Store,1998,12.15,0.036360676,166.0184,330.2368
NCN26,LF,Household,OUT010,-,Tier 3,Grocery Store,1998,10.85,0.048004263,117.5808,351.5424
NCL55,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store,1985,0,0.113212516,254.604,759.012
NCQ41,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,14.8,0.032606181,193.5794,390.1588
FDU32,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.045465958,120.8414,852.8898
FDT46,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998,11.35,0.051564827,49.0008,101.2016
FDY36,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.016476619,74.338,146.476
NCH42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,6.86,0.061155983,228.401,229.701
FDW24,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998,6.8,0.062762374,50.4034,48.6034
FDY35,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,17.6,0.026827052,47.8402,91.8804
NCZ18,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985,0,0.325780807,252.7698,761.0094
FDP03,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998,5.15,0.10239789,122.1388,495.3552
FDT04,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,17.25,0,37.5822,196.411
FDA39,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998,6.32,0.021287234,38.5822,78.5644
FDN13,Low Fat,Breakfast,OUT019,Small,Tier 1,Grocery Store,1985,0,0.266234421,98.5358,402.1432
FDX56,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.129668578,206.8638,207.0638
FDA32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,14,0.050371508,214.7192,862.8768
FDV27,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.070017381,89.3514,177.1028
FDG09,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998,20.6,0.080235512,188.9556,563.2668
FDK09,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.160665697,227.5352,916.1408
NCQ30,LF,Household,OUT010,-,Tier 3,Grocery Store,1998,7.725,0.048661041,123.7414,121.8414
FDZ60,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985,0,0.208987123,106.0596,215.7192
FDV11,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998,9.1,0.136695145,173.4054,875.527
FDV32,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985,0,0.155316936,64.151,316.255
FDM25,Regular,Breakfast,OUT010,-,Tier 3,Grocery Store,1998,10.695,0.10154201,173.7712,175.7712
NCP02,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998,7.105,0.075000682,61.0562,296.281
FDG50,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998,7.405,0.02556185,89.7146,182.4292
FDV15,Low Fat,Meat,OUT019,Small,Tier 1,Grocery Store,1985,0,0.255929096,103.3648,311.5944
FDP16,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998,18.6,0.065771529,245.7802,245.6802
NCK05,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998,20.1,0,61.3536,183.7608
