Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year,Item Weight,Item Visibility,Item MRP,Item Outlet Sales
DRH15,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1069,1997,8.775,0.109911272,41.9428,1537.998
FDT11,Regular,Breads,OUT035,Small,Tier 2,Supermarket Type1070,2004,5.94,0.029366813,187.7556,3755.112
FDU48,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1071,2004,18.85,0.055347985,131.5284,1581.9408
FDY12,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1072,1987,9.8,0,49.2008,657.8104
FDS44,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1073,2007,12.65,0.156926608,238.3538,5528.1374
DRH23,Low Fat,Hard Drinks,OUT013,High,Tier 3,Supermarket Type1074,1987,14.65,0.170176516,55.2614,718.3982
FDE56,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1075,2007,17.25,0.160095901,61.5194,1052.6298
FDA40,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1076,2007,16,0.099832728,87.4856,263.6568
FDA39,Low Fat,Meat,OUT046,Small,Tier 1,Supermarket Type1077,1997,6.32,0.012717946,40.2822,628.5152
NCB19,LF,Household,OUT035,Small,Tier 2,Supermarket Type1078,2004,6.525,0.090278634,86.7882,1975.4286
FDZ34,Low Fat,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1079,1987,6.695,0,191.882,3861.64
FDV22,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1080,2002,14.85,0.009958941,157.963,2816.334
FDO40,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1081,1999,17.1,0.032678839,150.7392,3131.9232
FDD21,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1082,1987,10.3,0,115.0176,4122.6336
FDO36,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1083,1987,19.7,0.077849003,179.166,3056.022
FDV34,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1084,1999,10.695,0.011443222,73.5038,1478.076
NCY18,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1085,2002,7.285,0.031214809,177.1054,2626.581
FDB59,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1086,1999,18.25,0.015302653,198.0084,793.6336
FDV24,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1087,1999,5.635,0,148.705,1198.44
FDD52,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1088,1997,18.25,0.18329488,111.657,1537.998
FDE11,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1089,1997,17.7,0,184.3924,4257.1252
NCU54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1090,1999,8.88,0.098775709,208.927,7130.718
FDD51,low fat,Dairy,OUT013,High,Tier 3,Supermarket Type1091,1987,11.15,0.119852889,44.9744,498.0184
FDO60,LF,Baking Goods,OUT017,-,Tier 2,Supermarket Type1092,2007,20,0.034563936,45.3086,490.6946
NCS06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1093,1987,7.935,0.031710329,263.091,5522.811
FDX50,LF,Dairy,OUT045,-,Tier 2,Supermarket Type1094,2002,20.1,0.074778547,110.7228,1657.842
FDQ55,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1095,2004,13.65,0.013035609,114.7834,3455.502
FDK52,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1096,2002,18.25,0.0793795,226.1062,6771.186
NCO02,Low Fat,Others,OUT017,-,Tier 2,Supermarket Type1097,2007,11.15,0.073783159,66.0142,988.713
NCO30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1098,2004,19.5,0.01572192,185.6608,918.804
FDA33,LF,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1099,1999,6.48,0.033952603,148.2076,3399.5748
FDB12,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1100,1987,11.15,0.105220024,102.7648,1142.5128
FDT40,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1101,1987,5.985,0.095715608,125.8678,3560.6984
NCO05,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1102,2007,7.27,0.046822808,99.3384,2759.0752
FDR32,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1103,1999,6.78,0,227.5694,3653.9104
DRL01,Regular,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1104,1987,19.5,0.077108099,232.8958,5608.6992
FDH08,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1105,1997,7.51,0.01742908,229.601,6201.927
FDY51,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1106,2004,12.5,0.081119484,220.0798,1322.2788
FDP39,Low Fat,Meat,OUT017,-,Tier 2,Supermarket Type1107,2007,12.65,0.069817659,53.5324,830.9184
FDZ08,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1108,2004,12.5,0.109971578,82.7592,577.9144
FDZ49,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1109,1997,11,0.133145617,218.4798,2203.798
FDV08,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1110,2002,7.35,0.028652919,40.5454,545.2902
FDB15,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1111,1987,10.895,0.136696892,264.5568,5536.7928
FDY49,Regular,Canned,OUT013,High,Tier 3,Supermarket Type1112,1987,17.2,0.012002075,165.3184,990.7104
FDF24,reg,Baking Goods,OUT017,-,Tier 2,Supermarket Type1113,2007,15.5,0.025513973,83.7934,1474.0812
DRK47,Low Fat,Hard Drinks,OUT045,-,Tier 2,Supermarket Type1114,2002,7.905,0.064194304,229.4694,2055.3246
DRD37,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1115,2007,9.8,0.013920032,45.006,792.302
NCE06,LF,Household,OUT035,Small,Tier 2,Supermarket Type1116,2004,5.825,0.091467933,159.7894,1294.3152
DRI47,Low Fat,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1117,2004,14.7,0.020916223,141.8128,1869.5664
DRA12,LF,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1118,2004,11.6,0,141.9154,992.7078
FDX45,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1119,1987,16.75,0.104768536,155.163,2972.797
FDR35,Low Fat,Breads,OUT013,High,Tier 3,Supermarket Type1120,1987,12.5,0.020680499,197.2742,2587.9646
NCJ18,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1121,1987,12.35,0.163805509,117.6124,3910.9092
FDN48,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1122,2002,13.35,0.065082452,93.0804,2113.2492
FDZ59,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1123,1987,6.63,0.103935018,166.85,5326.4
FDL09,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1124,2004,19.6,0.128011859,166.8816,1845.5976
FDY38,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1125,2007,13.6,0.119850541,234.53,6524.84
FDL03,Regular,Meat,OUT017,-,Tier 2,Supermarket Type1126,2007,19.25,0.027233781,197.511,982.055
FDU60,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1127,2002,20,0.060022526,168.7132,6426.3016
FDQ09,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1128,1999,7.235,0.058222587,114.8834,3340.3186
FDA20,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1129,1999,6.78,0.066724663,187.724,1491.392
NCG07,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1130,1987,12.3,0.052458358,188.753,3795.06
FDP22,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1131,1999,14.65,0.099286298,49.8666,563.9326
FDL45,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1132,2004,15.6,0.037680711,123.7704,3129.26
FDD04,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1133,1999,16,0.090111173,141.3154,3261.7542
FDI40,reg,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1134,2002,11.5,0.125857678,100.5358,2111.2518
FDQ11,Regular,Breads,OUT046,Small,Tier 1,Supermarket Type1135,1997,5.695,0.067700925,256.5988,2055.9904
DRM48,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1136,1997,15.2,0.112896669,36.0848,1193.1136
FDS12,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1137,1987,9.1,0.173973652,126.5362,1761.7068
FDR46,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1138,2007,16.85,0,146.076,2636.568
NCO02,Low Fat,Others,OUT045,-,Tier 2,Supermarket Type1139,2002,11.15,0.073516952,65.9142,790.9704
FDQ52,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1140,1987,17,0.119285634,247.4434,2980.1208
FDY28,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1141,2007,7.47,0.153011599,215.2218,3419.5488
FDE32,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1142,1997,20.7,0.04875891,37.3506,834.9132
FDJ58,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1143,2004,15.6,0.105276162,173.2764,3779.0808
FDJ27,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1144,2002,17.7,0.122123201,100.7674,814.9392
NCM18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1145,1999,13,0.082970667,60.0194,1114.5492
FDA02,Regular,Dairy,OUT045,-,Tier 2,Supermarket Type1146,2002,14,0.029782937,146.3786,866.8716
FDT26,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1147,1997,18.85,0.067953506,119.044,2396.88
DRD60,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1148,2004,15.7,0.03722507,182.4634,1999.3974
NCR18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1149,1997,15.85,0.020487625,44.0112,468.7232
FDO27,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1150,1997,6.175,0.179077475,94.3752,1342.2528
FDQ51,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1151,2004,16,0.017547958,48.3718,614.5334
NCH07,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1152,2007,13.15,0.093191195,158.1604,1426.1436
FDP44,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1153,2002,16.5,0.079875237,102.7332,1537.998
NCP55,Low Fat,Others,OUT017,-,Tier 2,Supermarket Type1154,2007,14.65,0.01125332,57.0614,939.4438
FDO09,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1155,1987,13.5,0.125170423,261.491,3418.883
FDP38,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1156,1999,10.1,0.032152004,50.6008,404.8064
FDI48,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1157,2007,11.85,0.056033565,51.4666,974.0654
FDS58,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1158,2002,9.285,0.021049215,161.0578,2406.867
FDJ55,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1159,2004,12.8,0.023526504,223.5404,5626.01
NCF06,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1160,1999,6.235,0.020229757,260.8962,5956.9126
FDF41,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1161,2002,12.15,0.131445848,246.846,6404.996
FDT24,reg,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1162,1999,12.35,0.18614827,78.2328,1158.492
NCY18,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1163,2007,7.285,0.031327839,174.6054,2976.7918
FDS11,Regular,Breads,OUT046,Small,Tier 1,Supermarket Type1164,1997,7.05,0.055558509,224.7088,3131.9232
FDR59,Regular,Breads,OUT046,Small,Tier 1,Supermarket Type1165,1997,14.5,0.063863551,262.3594,4448.2098
DRE15,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1166,2007,13.35,0,75.7012,1442.1228
FDP19,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1167,1999,11.5,0,128.4652,2841.6344
DRN47,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1168,1999,12.1,0.016852909,180.666,2876.256
NCI42,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1169,1997,18.75,0.010365546,207.0954,3125.931
FDL03,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1170,2002,19.25,0.027135522,196.311,3142.576
FDX37,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1171,1987,16.2,0,100.57,1398.18
FDX14,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1172,2007,13.1,0.075363922,73.8354,1956.1204
FDD09,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1173,1997,13.5,0.021496403,180.5976,3078.6592
FDM09,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1174,1997,11.15,0.085931544,169.679,1018.674
FDA20,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1175,2007,6.78,0.066997921,186.524,2609.936
FDL34,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1176,2004,16,0.040938155,141.1496,4516.7872
DRZ24,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1177,2002,7.535,0,121.644,1557.972
FDM52,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1178,2004,15.1,0.025988508,146.6076,2364.9216
FDM52,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1179,2007,15.1,0.026140452,149.0076,4138.6128
FDF47,Low Fat,Starchy Foods,OUT017,-,Tier 2,Supermarket Type1180,2007,20.85,0.098170402,224.0746,2243.746
FDF56,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1181,2004,16.7,0.119439636,182.1976,724.3904
FDY55,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1182,2004,16.75,0.081304829,258.4988,4111.9808
NCR06,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1183,1999,12.5,0.006775667,42.9112,1022.6688
FDW24,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1184,1997,6.8,0.03749705,49.9034,194.4136
FDF16,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1185,1987,7.3,0.086060695,149.8076,2808.3444
NCR18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1186,1999,15.85,0.020519478,42.5112,852.224
DRD01,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1187,2004,12.1,0.061163967,56.5614,828.921
FDS15,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1188,2002,9.195,0.07821891,107.6596,323.5788
FDT19,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1189,1987,7.59,0.14492016,174.708,2942.836
FDE59,Low Fat,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1190,1987,12.15,0.062235983,34.5532,359.532
NCV17,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1191,2004,18.85,0.016104504,130.2626,2360.9268
FDC17,LF,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1192,1987,12.15,0.01544786,211.2928,2735.1064
FDI45,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1193,2004,13.1,0.037574137,174.2054,3677.2134
FDN25,Regular,Breakfast,OUT013,High,Tier 3,Supermarket Type1194,1987,7.895,0.061124626,58.5588,171.7764
FDQ22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1195,1999,16.75,0.029785889,38.9822,628.5152
NCR54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1196,2004,16.35,0,198.211,2946.165
DRK11,Low Fat,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1197,2004,8.21,0.010762387,149.5392,1789.6704
DRI37,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1198,2007,15.85,0.108206497,58.3904,468.7232
FDX37,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1199,1999,16.2,0.063127333,100.47,1597.92
FDF05,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1200,1997,17.5,0.02687089,264.491,3681.874
FDI04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1201,2004,13.65,0.072898645,198.1426,1977.426
FDB04,Regular,Dairy,OUT045,-,Tier 2,Supermarket Type1202,2002,11.35,0.063354531,88.9856,1230.3984
FDU38,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1203,2004,10.8,0.082534287,191.1504,4410.2592
FDY28,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1204,1987,7.47,0.152024355,211.8218,1496.0526
FDP20,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1205,1997,19.85,0.045669236,126.402,1012.016
FDC29,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1206,2007,8.39,0.024342578,113.6176,2862.94
FDR45,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1207,1999,10.8,0.028988288,239.2222,6692.6216
NCC42,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1208,1997,15,0.044908404,140.2838,1404.838
NCF42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1209,2007,17.35,0.168329848,176.7712,2812.3392
FDB23,Regular,Starchy Foods,OUT017,-,Tier 2,Supermarket Type1210,2007,19.2,0.005620213,226.6062,5191.2426
FDC41,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1211,1999,15.6,0.117095014,78.067,1148.505
NCM26,LF,Others,OUT017,-,Tier 2,Supermarket Type1212,2007,20.5,0.023274107,154.134,2909.546
FDW35,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1213,2004,10.6,0.011087128,41.4454,1468.089
FDX32,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1214,2004,15.1,0.099839365,143.3786,1733.7432
FDD04,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1215,2007,16,0.090480206,142.4154,1985.4156
FDP28,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1216,1997,13.65,0.080640478,262.6936,4175.8976
NCL42,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1217,1987,18.85,0.040338009,246.7144,6615.3888
DRB13,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1218,2004,6.115,0.007043008,190.353,569.259
FDO58,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1219,2004,19.6,0.039569689,165.9526,2631.2416
NCE19,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1220,1997,8.97,0.09301462,52.7956,1037.3164
FDF52,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1221,1999,9.3,0.066887123,183.9292,3283.7256
FDY04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1222,2004,17.7,0.042468413,162.421,1468.089
DRF49,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1223,1999,7.27,0.071188446,111.9518,1138.518
FDV28,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1224,1987,16.1,0.159595473,32.8558,339.558
FDQ37,Low Fat,Breakfast,OUT013,High,Tier 3,Supermarket Type1225,1987,20.75,0.089186387,193.3478,6006.1818
NCG30,LF,Household,OUT046,Small,Tier 1,Supermarket Type1226,1997,20.2,0.112321218,123.6046,2988.1104
NCH29,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1227,2007,5.51,0.034668802,98.5726,1761.7068
FDV20,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1228,2007,20.2,0,129.0678,3560.6984
FDU60,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1229,2004,20,0.059889718,168.5132,2874.9244
FDD53,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1230,1999,16.2,0.044291251,43.3454,503.3448
FDI44,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1231,1999,16.1,0.100388706,76.0328,1853.5872
FDG47,Low Fat,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1232,1987,12.8,0.069560905,263.0252,2885.5772
FDT40,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1233,2004,5.985,0,125.2678,1017.3424
FDU20,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1234,2004,19.35,0.021453493,120.3098,2530.7058
FDN31,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1235,1999,11.5,0.072994847,189.253,1328.271
FDS01,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1236,1997,11.6,0.017744999,177.9686,1244.3802
FDA23,LF,Baking Goods,OUT017,-,Tier 2,Supermarket Type1237,2007,9.8,0.047453947,101.7016,1518.024
FDY08,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1238,2002,9.395,0.171422166,139.1838,1685.8056
FDJ28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1239,1997,12.3,0.021860985,193.3162,3078.6592
DRF36,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1240,1997,16.1,0.023577298,192.6846,2866.269
NCY54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1241,1999,8.43,0.177971115,174.0422,2069.3064
DRA59,Regular,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1242,1997,8.27,0.127927931,184.8924,4442.2176
FDS55,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1243,2007,7.02,0.081623275,148.0734,1930.1542
FDZ28,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1244,2002,20,0.051596927,128.0678,1780.3492
DRG49,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1245,2002,7.81,0.067592098,246.0486,7086.1094
NCN19,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1246,1987,13.1,0.012089479,189.853,3415.554
FDP25,Low Fat,Canned,OUT045,-,Tier 2,Supermarket Type1247,2002,15.2,0.021250528,216.5824,5241.1776
DRH59,Low Fat,Hard Drinks,OUT046,Small,Tier 1,Supermarket Type1248,1997,10.8,0.05843345,74.738,1025.332
FDH09,Low Fat,Seafood,OUT035,Small,Tier 2,Supermarket Type1249,2004,12.6,0.05606697,50.7982,473.3838
NCK54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1250,1999,12.15,0.029569276,115.015,2912.875
FDT21,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1251,2002,7.42,0.0204332,248.9092,5976.2208
FDS25,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1252,2007,6.885,0.1408005,111.4228,2984.1156
NCI30,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1253,2007,20.25,0.059268885,246.446,3695.19
FDJ26,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1254,2002,15.3,0.084937098,214.0218,1068.609
FDA56,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1255,1999,9.21,0.008778413,122.4414,1583.9382
FDP04,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1256,1999,15.35,0.013834247,62.7168,958.752
FDR55,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1257,2002,12.15,0.132351411,190.3872,2836.308
NCA53,low fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1258,1999,11.395,0.009893817,50.3034,972.068
FDL20,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1259,1997,17.1,0,111.9886,3002.0922
FDT26,Regular,Dairy,OUT035,Small,Tier 2,Supermarket Type1260,2004,18.85,0.067940657,119.044,1198.44
NCZ06,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1261,1997,19.6,0.094161662,251.9698,4566.0564
FDA04,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1262,2007,11.3,0.067107448,258.1962,4402.9354
FDS56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1263,1997,5.785,0.038756864,260.7252,6033.4796
FDT07,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1264,1987,5.82,0.077254736,257.633,1537.998
FDN25,Regular,Breakfast,OUT035,Small,Tier 2,Supermarket Type1265,2004,7.895,0.061163967,59.2588,801.6232
DRC27,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1266,2002,13.8,0.058220302,247.4802,1474.0812
FDA38,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1267,1999,5.44,0.025519534,238.7538,3605.307
FDM56,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1268,1987,16.7,0.070133177,109.8912,873.5296
NCI43,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1269,1987,19.85,0.025947095,46.9376,575.2512
FDP36,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1270,2007,10.395,0.091688111,49.0008,860.2136
NCW18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1271,1999,15.1,0.059417055,237.9248,2133.2232
FDL45,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1272,2002,15.6,0.037764269,124.9704,2253.0672
DRB48,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1273,2004,16.75,0.024848788,39.9822,746.3618
FDH17,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1274,2007,16.2,0.016747538,98.6726,1272.3438
FDK10,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1275,1987,5.785,0.040325274,180.466,719.064
FDP25,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1276,2004,15.2,0.021203509,216.3824,6114.7072
FDC05,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1277,2004,13.1,0.098765906,196.3768,2167.8448
FDA39,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1278,1987,6.32,0.012707362,41.0822,942.7728
FDZ10,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1279,1987,17.85,0.04442649,124.902,1897.53
DRD24,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1280,1987,13.85,0.030769458,141.7154,2978.1234
FDS25,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1281,2002,6.885,0.140292495,108.5228,1989.4104
NCH43,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1282,2004,8.42,0.070555571,216.0192,2372.9112
DRK01,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1283,2007,7.63,0.061409711,94.6436,1607.2412
FDD59,Regular,Starchy Foods,OUT017,-,Tier 2,Supermarket Type1284,2007,10.5,0.066555152,80.896,958.752
FDO22,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1285,1987,13.5,0.017844609,81.396,1198.44
FDD35,Low Fat,Starchy Foods,OUT045,-,Tier 2,Supermarket Type1286,2002,12.15,0.025916883,120.244,2277.036
FDR01,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1287,2004,5.405,0.053611144,197.7742,796.2968
